Id,Rank,RankInten,RankOldAndNew,MovieCd,MovieNm,OpenDt,SalesAmt,SalesShare,SalesInten,SalesChange,SalesAcc,AudiCnt,AudiInten,AudiChange,AudiAcc,ScrnCnt,ShowCnt
2412,2,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,187186350,10.4,59517180,46.6,37511343240,20490,6442,45.9,4231406,706,2104
2413,3,0,OLD,20199883,"오케이 마담",2020-08-12,73556370,4.1,22352130,43.7,10679310500,8178,2504,44.1,1192427,605,1130
2414,4,0,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,47720310,2.7,24119080,102.2,717324790,5630,2878,104.6,88358,425,676
2415,5,22,OLD,20193450,"반도",2020-07-15,7373500,0.4,6594060,846,33050468780,1401,1308,1406.5,3808548,40,47
2416,6,0,NEW,20193069,"#살아있다",2020-06-24,5711000,0.3,5711000,100,15960884900,1142,1142,100,1902814,8,8
2417,7,-2,OLD,20196271,"강철비2: 정상회담",2020-07-29,6176700,0.3,1147000,22.8,14618986930,678,118,21.1,1779426,142,202
2418,8,1,OLD,20201968,"반교: 디텐션",2020-08-13,6171340,0.3,2373340,62.5,295055830,647,241,59.4,32033,58,80
2419,9,-1,OLD,20196773,"남매의 여름밤",2020-08-20,5966680,0.3,1326610,28.6,96839520,623,141,29.3,12003,61,93
2420,10,56,OLD,20204644,"밤쉘: 세상을 바꾼 폭탄선언",2020-07-08,3034000,0.2,3014000,15070,1534081340,604,602,30100,180450,7,7
2421,1,0,OLD,20201122,"테넷",2020-08-26,1130384810,75.5,-278198800,-19.8,6018063040,117102,-27745,-19.2,660405,2205,8528
2422,2,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,171890280,11.5,-15296070,-8.2,37683233520,18784,-1706,-8.3,4250190,704,2017
2423,3,0,OLD,20199883,"오케이 마담",2020-08-12,73020250,4.9,-536120,-0.7,10752330750,8124,-54,-0.7,1200551,602,1141
2424,4,0,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,50123630,3.3,2403320,5,767448420,5882,252,4.5,94240,431,688
2425,5,0,OLD,20193450,"반도",2020-07-15,9627000,0.6,2253500,30.6,33060095780,1849,448,32,3810397,50,55
2426,6,0,OLD,20193069,"#살아있다",2020-06-24,4445000,0.3,-1266000,-22.2,15965329900,889,-253,-22.2,1903703,5,5
2427,7,3,OLD,20204644,"밤쉘: 세상을 바꾼 폭탄선언",2020-07-08,3427000,0.2,393000,13,1537508340,685,81,13.4,181135,7,7
2428,8,-1,OLD,20196271,"강철비2: 정상회담",2020-07-29,6037900,0.4,-138800,-2.2,14625024830,667,-11,-1.6,1780093,138,198
2429,9,0,OLD,20196773,"남매의 여름밤",2020-08-20,5507360,0.4,-459320,-7.7,102346880,598,-25,-4,12601,59,85
2430,10,-2,OLD,20201968,"반교: 디텐션",2020-08-13,5181500,0.3,-989840,-16,300237330,542,-105,-16.2,32575,55,79
2431,1,0,OLD,20201122,"테넷",2020-08-26,478330280,73.2,-652054530,-57.7,6496393320,54007,-63095,-53.9,714412,2050,6705
2432,2,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,86466730,13.2,-85423550,-49.7,37769700250,10652,-8132,-43.3,4260842,658,1801
2433,3,0,OLD,20199883,"오케이 마담",2020-08-12,37690450,5.8,-35329800,-48.4,10790021200,4648,-3476,-42.8,1205199,567,1077
2434,4,0,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,15638420,2.4,-34485210,-68.8,783086840,1995,-3887,-66.1,96235,334,436
2435,5,0,NEW,20193666,"오! 문희",2020-09-02,3626000,0.6,3626000,100,3976000,518,518,100,568,7,7
2436,6,3,OLD,20196773,"남매의 여름밤",2020-08-20,4162080,0.6,-1345280,-24.4,106508960,469,-129,-21.6,13070,65,89
2437,7,1,OLD,20196271,"강철비2: 정상회담",2020-07-29,3181880,0.5,-2856020,-47.3,14628206710,410,-257,-38.5,1780503,114,166
2438,8,2,OLD,20201968,"반교: 디텐션",2020-08-13,3265800,0.5,-1915700,-37,303503130,395,-147,-27.1,32970,56,78
2439,9,2,OLD,20197032,"후쿠오카",2020-08-27,2283500,0.3,-2111600,-48,23789480,312,-217,-41,3003,83,115
2440,10,4,OLD,20203701,"사랑이 눈뜰 때",2020-08-26,2252000,0.3,-767040,-25.4,16837770,303,-60,-16.5,2197,85,109
2441,1,0,OLD,20201122,"테넷",2020-08-26,405736600,73.3,-72593680,-15.2,6902129920,46440,-7567,-14,760852,2018,6303
2442,2,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,71605890,12.9,-14860840,-17.2,37841306140,8671,-1981,-18.6,4269513,656,1696
2443,3,0,OLD,20199883,"오케이 마담",2020-08-12,30534760,5.5,-7155690,-19,10820555960,3774,-874,-18.8,1208973,531,961
2444,4,0,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,14227100,2.6,-1411320,-9,797313940,1862,-133,-6.7,98097,323,424
2445,5,6,OLD,20010238,"메멘토",2001-08-24,4249000,0.8,1890500,80.2,334180800,420,125,42.4,45052,32,49
2446,6,2,OLD,20201968,"반교: 디텐션",2020-08-13,3472500,0.6,206700,6.3,306975630,404,9,2.3,33374,57,75
2447,7,0,OLD,20196271,"강철비2: 정상회담",2020-07-29,2520900,0.5,-660980,-20.8,14630727610,321,-89,-21.7,1780824,111,150
2448,8,-2,OLD,20196773,"남매의 여름밤",2020-08-20,2399500,0.4,-1762580,-42.3,108908460,312,-157,-33.5,13382,63,86
2449,9,0,OLD,20197032,"후쿠오카",2020-08-27,2251940,0.4,-31560,-1.4,26041420,299,-13,-4.2,3302,81,112
2450,10,2,OLD,20193275,"브링 더 소울 : 더 무비",2019-08-07,2228000,0.4,189000,9.3,2921221810,264,24,10,338097,31,56
2451,1,0,OLD,20201122,"테넷",2020-08-26,327345350,54.4,-78391250,-19.3,7229475270,37018,-9422,-20.3,797870,1466,4330
2452,2,0,NEW,20193666,"오! 문희",2020-09-02,170258510,28.3,170258510,100,174234510,22057,22057,100,22625,1092,3803
2453,3,-1,OLD,20197922,"다만 악에서 구하소서",2020-08-05,53703030,8.9,-17902860,-25,37895009170,6431,-2240,-25.8,4275944,535,1200
2454,4,-1,OLD,20199883,"오케이 마담",2020-08-12,13863410,2.3,-16671350,-54.6,10834419370,1725,-2049,-54.3,1210698,334,481
2455,5,0,NEW,20202961,"고스트 오브 워",2020-09-02,9583300,1.6,9583300,100,9583300,1173,1173,100,1173,208,291
2456,6,-2,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,8040350,1.3,-6186750,-43.5,805354290,1051,-811,-43.6,99148,228,250
2457,7,1,OLD,20196773,"남매의 여름밤",2020-08-20,2901680,0.5,502180,20.9,111810140,352,40,12.8,13734,57,75
2458,8,1,OLD,20197032,"후쿠오카",2020-08-27,1654500,0.3,-597440,-26.5,27695920,222,-77,-25.8,3524,64,87
2459,9,-4,OLD,20010238,"메멘토",2001-08-24,1494500,0.2,-2754500,-64.8,335675300,185,-235,-56,45237,18,27
2460,10,-4,OLD,20201968,"반교: 디텐션",2020-08-13,1467060,0.2,-2005440,-57.8,308442690,178,-226,-55.9,33552,27,33
2461,1,0,OLD,20201122,"테넷",2020-08-26,331520990,56.7,4175640,1.3,7560996260,37411,393,1.1,835281,1479,4314
2462,2,0,OLD,20193666,"오! 문희",2020-09-02,144809540,24.8,-25448970,-14.9,319044050,18155,-3902,-17.7,40780,1066,3576
2463,3,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,49683630,8.5,-4019400,-7.5,37944692800,6001,-430,-6.7,4281945,529,1186
2464,4,0,OLD,20199883,"오케이 마담",2020-08-12,11392640,1.9,-2470770,-17.8,10845812010,1399,-326,-18.9,1212097,307,418
2465,5,9,OLD,20112692,"드라이브",2011-11-17,10587260,1.8,9709690,1106.4,167702810,1347,1248,1260.6,21587,114,154
2466,6,0,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,8127510,1.4,87160,1.1,813481800,1036,-15,-1.4,100184,209,232
2467,7,-2,OLD,20202961,"고스트 오브 워",2020-09-02,7988490,1.4,-1594810,-16.6,17571790,1001,-172,-14.7,2174,207,274
2468,8,0,NEW,20189973,"카일라스 가는 길",2020-09-03,2627900,0.4,2627900,100,2627900,340,340,100,340,45,55
2469,9,0,NEW,19930117,"하워즈 엔드",1993-04-10,2289400,0.4,2289400,100,11040900,314,314,100,1507,49,59
2470,10,-3,OLD,20196773,"남매의 여름밤",2020-08-20,2423600,0.4,-478080,-16.5,114233740,270,-82,-23.3,14004,42,53
2471,1,0,OLD,20201122,"테넷",2020-08-26,466889670,61.7,135368680,40.8,8027885930,48586,11175,29.9,883867,1493,4538
2472,2,0,OLD,20193666,"오! 문희",2020-09-02,163543110,21.6,18733570,12.9,482587160,18790,635,3.5,59570,1061,3642
2473,3,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,61106340,8.1,11422710,23,38005799140,6711,710,11.8,4288656,541,1234
2474,4,0,OLD,20199883,"오케이 마담",2020-08-12,13937670,1.8,2545030,22.3,10859749680,1543,144,10.3,1213640,307,443
2475,5,1,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,10368520,1.4,2241010,27.6,823850320,1217,181,17.5,101401,229,257
2476,6,-1,OLD,20112692,"드라이브",2011-11-17,9441500,1.2,-1145760,-10.8,177144310,1098,-249,-18.5,22685,112,158
2477,7,0,OLD,20202961,"고스트 오브 워",2020-09-02,8639240,1.1,650750,8.1,26211030,983,-18,-1.8,3157,210,277
2478,8,7,OLD,20205146,"아메리칸 잡",2020-09-03,891600,0.1,62820,7.6,1720380,372,261,235.1,483,25,29
2479,9,-1,OLD,20189973,"카일라스 가는 길",2020-09-03,2941000,0.4,313100,11.9,5568900,344,4,1.2,684,44,53
2480,10,0,OLD,20196773,"남매의 여름밤",2020-08-20,2311890,0.3,-111710,-4.6,116545630,269,-1,-0.4,14273,50,64
2481,1,0,OLD,20201122,"테넷",2020-08-26,890174500,63.9,423284830,90.7,8918060430,93185,44599,91.8,977052,1553,5069
2482,2,0,OLD,20193666,"오! 문희",2020-09-02,283196770,20.3,119653660,73.2,765783930,42524,23734,126.3,102094,1110,4184
2483,3,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,106758510,7.7,45652170,74.7,38112557650,11632,4921,73.3,4300288,567,1327
2484,4,1,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,28492140,2,18123620,174.8,852342460,3405,2188,179.8,104806,321,415
2485,5,-1,OLD,20199883,"오케이 마담",2020-08-12,23200040,1.7,9262370,66.5,10882949720,2603,1060,68.7,1216243,341,489
2486,6,0,OLD,20112692,"드라이브",2011-11-17,15462700,1.1,6021200,63.8,192607010,1748,650,59.2,24433,121,163
2487,7,0,OLD,20202961,"고스트 오브 워",2020-09-02,12010170,0.9,3370930,39,38221200,1347,364,37,4504,228,295
2488,8,1,OLD,20189973,"카일라스 가는 길",2020-09-03,3911460,0.3,970460,33,9480360,474,130,37.8,1158,43,50
2489,9,0,NEW,20204644,"밤쉘: 세상을 바꾼 폭탄선언",2020-07-08,2102000,0.2,2102000,100,1539652340,419,419,100,181559,4,4
2490,10,-2,OLD,20205146,"아메리칸 잡",2020-09-03,1218960,0.1,327360,36.7,2939340,415,43,11.6,898,36,40
2491,1,0,OLD,20201122,"테넷",2020-08-26,782835430,60.2,-107339070,-12.1,9700895860,82745,-10440,-11.2,1059797,1546,4996
2492,2,0,OLD,20193666,"오! 문희",2020-09-02,290495690,22.3,7298920,2.6,1056279620,32831,-9693,-22.8,134925,1073,4002
2493,3,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,106880500,8.2,121990,0.1,38219438150,11663,31,0.3,4311951,565,1361
2494,4,0,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,32437310,2.5,3945170,13.8,884779770,3895,490,14.4,108701,318,439
2495,5,0,OLD,20199883,"오케이 마담",2020-08-12,26912820,2.1,3712780,16,10909862540,3044,441,16.9,1219287,347,506
2496,6,0,OLD,20112692,"드라이브",2011-11-17,14553080,1.1,-909620,-5.9,207160090,1639,-109,-6.2,26072,125,170
2497,7,0,OLD,20202961,"고스트 오브 워",2020-09-02,11160960,0.9,-849210,-7.1,49382160,1250,-97,-7.2,5754,221,272
2498,8,21,OLD,20196271,"강철비2: 정상회담",2020-07-29,3884000,0.3,3424500,745.3,14636128110,737,689,1435.4,1781756,22,23
2499,9,-1,OLD,20189973,"카일라스 가는 길",2020-09-03,4619600,0.4,708140,18.1,14099960,541,67,14.1,1699,47,54
2500,10,0,OLD,20205146,"아메리칸 잡",2020-09-03,1024480,0.1,-194480,-16,3963820,394,-21,-5.1,1292,33,36
2501,1,0,OLD,20201122,"테넷",2020-08-26,267700110,57.4,-515135320,-65.8,9968595970,29989,-52756,-63.8,1089786,1464,4026
2502,2,0,OLD,20193666,"오! 문희",2020-09-02,103919730,22.3,-186575960,-64.2,1160199350,12589,-20242,-61.7,147514,961,2872
2503,3,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,47419240,10.2,-59461260,-55.6,38266857390,5794,-5869,-50.3,4317745,533,1132
2504,4,1,OLD,20199883,"오케이 마담",2020-08-12,12231160,2.6,-14681660,-54.6,10922093700,1478,-1566,-51.4,1220765,291,405
2505,5,-1,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,7286920,1.6,-25150390,-77.5,892066690,923,-2972,-76.3,109624,182,206
2506,6,0,OLD,20112692,"드라이브",2011-11-17,6261760,1.3,-8291320,-57,213421850,777,-862,-52.6,26849,112,151
2507,7,0,OLD,20202961,"고스트 오브 워",2020-09-02,5424000,1.2,-5736960,-51.4,54806160,663,-587,-47,6417,186,223
2508,8,2,OLD,20205146,"아메리칸 잡",2020-09-03,805500,0.2,-218980,-21.4,4769320,368,-26,-6.6,1660,32,37
2509,9,0,OLD,20189973,"카일라스 가는 길",2020-09-03,2102600,0.5,-2517000,-54.5,16202560,272,-269,-49.7,1971,42,48
2510,10,2,OLD,19930117,"하워즈 엔드",1993-04-10,2301500,0.5,-156800,-6.4,21795100,261,-42,-13.9,2740,44,51
2511,1,0,OLD,20201122,"테넷",2020-08-26,254687760,56.3,-13012350,-4.9,10223283730,28553,-1436,-4.8,1118339,1470,4079
2512,2,0,OLD,20193666,"오! 문희",2020-09-02,99221500,21.9,-4698230,-4.5,1259420850,12062,-527,-4.2,159576,977,2892
2513,3,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,38780690,8.6,-8638550,-18.2,38305638080,4642,-1152,-19.9,4322387,522,1097
2514,4,0,OLD,20199883,"오케이 마담",2020-08-12,10134740,2.2,-2096420,-17.1,10932228440,1332,-146,-9.9,1222097,287,375
2515,5,0,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,8647740,1.9,1360820,18.7,900714430,1119,196,21.2,110743,221,250
2516,6,0,NEW,20183813,"결백",2020-06-10,7660000,1.7,7660000,100,7650219340,1000,1000,100,866853,3,4
2517,7,-1,OLD,20112692,"드라이브",2011-11-17,7160860,1.6,899100,14.4,220582710,850,73,9.4,27699,114,157
2518,8,-1,OLD,20202961,"고스트 오브 워",2020-09-02,4956300,1.1,-467700,-8.6,59762460,621,-42,-6.3,7038,175,219
2519,9,-1,OLD,20205146,"아메리칸 잡",2020-09-03,756000,0.2,-49500,-6.1,5525320,363,-5,-1.4,2023,24,28
2520,10,-1,OLD,20189973,"카일라스 가는 길",2020-09-03,2580380,0.6,477780,22.7,18782940,338,66,24.3,2309,46,54
2521,1,0,OLD,20201122,"테넷",2020-08-26,238736700,45.6,-15951060,-6.3,10462020430,26690,-1863,-6.5,1145029,1384,3738
2522,2,0,OLD,20193666,"오! 문희",2020-09-02,82449330,15.7,-16772170,-16.9,1341870180,10167,-1895,-15.7,169743,824,2388
2523,3,0,NEW,20201687,"기기괴괴 성형수",2020-09-09,64790700,12.4,64790700,100,66365700,7867,7867,100,8042,254,887
2524,4,0,NEW,20202203,"에이바",2020-09-09,52475830,10,52475830,100,52475830,7159,7159,100,7159,515,1258
2525,5,-2,OLD,20197922,"다만 악에서 구하소서",2020-08-05,31297070,6,-7483620,-19.3,38336935150,3744,-898,-19.3,4326131,469,882
2526,6,0,OLD,20183813,"결백",2020-06-10,11567000,2.2,3907000,51,7661786340,1500,500,50,868353,13,14
2527,7,0,NEW,20203237,"아무도 없다",2020-09-09,8029550,1.5,8029550,100,8029550,959,959,100,959,122,223
2528,8,-4,OLD,20199883,"오케이 마담",2020-08-12,6996670,1.3,-3138070,-31,10939225110,851,-481,-36.1,1222948,186,247
2529,9,-4,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,4639070,0.9,-4008670,-46.4,905353500,612,-507,-45.3,111355,123,135
2530,10,-3,OLD,20112692,"드라이브",2011-11-17,4807970,0.9,-2352890,-32.9,225390680,551,-299,-35.2,28250,78,108
2531,1,0,OLD,20201122,"테넷",2020-08-26,225119250,39.1,-13617450,-5.7,10687139680,25139,-1551,-5.8,1170168,1186,3162
2532,2,0,NEW,20175405,"뉴 뮤턴트",2020-09-10,118549920,20.6,118549920,100,118984920,14210,14210,100,14259,817,2763
2533,3,-1,OLD,20193666,"오! 문희",2020-09-02,64494350,11.2,-17954980,-21.8,1406364530,7997,-2170,-21.3,177740,668,1801
2534,4,-1,OLD,20201687,"기기괴괴 성형수",2020-09-09,51889600,9,-12901100,-19.9,118255300,6163,-1704,-21.7,14205,231,786
2535,5,1,OLD,20183813,"결백",2020-06-10,27531000,4.8,15964000,138,7689317340,3500,2000,133.3,871853,13,21
2536,6,-2,OLD,20202203,"에이바",2020-09-09,23193380,4,-29282450,-55.8,75669210,3236,-3923,-54.8,10395,439,850
2537,7,-2,OLD,20197922,"다만 악에서 구하소서",2020-08-05,20375350,3.5,-10921720,-34.9,38357310500,2414,-1330,-35.5,4328545,339,528
2538,8,0,NEW,20206258,"송 오브 러브",2020-09-10,4948300,0.9,4948300,100,4948300,968,968,100,968,48,49
2539,9,0,NEW,20199302,"테스와 보낸 여름",2020-09-10,6504480,1.1,6504480,100,13101480,759,759,100,1492,164,204
2540,10,-3,OLD,20203237,"아무도 없다",2020-09-09,3959500,0.7,-4070050,-50.7,11989050,469,-490,-51.1,1428,99,143
2541,1,0,OLD,20201122,"테넷",2020-08-26,329461550,47.8,104342300,46.3,11016601230,33656,8517,33.9,1203824,1232,3393
2542,2,0,OLD,20175405,"뉴 뮤턴트",2020-09-10,90376310,13.1,-28173610,-23.8,209361230,9867,-4343,-30.6,24126,791,2419
2543,3,0,OLD,20193666,"오! 문희",2020-09-02,82437080,12,17942730,27.8,1488801610,9423,1426,17.8,187163,681,1911
2544,4,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,62182000,9,10292400,19.8,180437300,6600,437,7.1,20805,242,822
2545,5,0,OLD,20183813,"결백",2020-06-10,32000000,4.6,4469000,16.2,7721317340,4000,500,14.3,875853,14,37
2546,6,1,OLD,20197922,"다만 악에서 구하소서",2020-08-05,23451220,3.4,3075870,15.1,38380761720,2564,150,6.2,4331109,362,562
2547,7,-1,OLD,20202203,"에이바",2020-09-09,20585280,3,-2608100,-11.2,96254490,2512,-724,-22.4,12907,404,778
2548,8,1,OLD,20199302,"테스와 보낸 여름",2020-09-10,8806600,1.3,2302120,35.4,21908080,912,153,20.2,2404,171,219
2549,9,1,OLD,20203237,"아무도 없다",2020-09-09,5162700,0.7,1203200,30.4,17151750,561,92,19.6,1989,98,137
2550,10,1,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,4336500,0.6,1166760,36.8,912859740,489,77,18.7,112256,92,104
2551,1,0,OLD,20201122,"테넷",2020-08-26,696746350,51.7,367284800,111.5,11713347580,72658,39002,115.9,1276482,1304,3963
2552,2,1,OLD,20193666,"오! 문희",2020-09-02,185141760,13.7,102704680,124.6,1673943370,21064,11641,123.5,208227,716,2305
2553,3,-1,OLD,20175405,"뉴 뮤턴트",2020-09-10,138404430,10.3,48028120,53.1,347765660,15137,5270,53.4,39263,803,2639
2554,4,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,119294700,8.9,57112700,91.8,299732000,12717,6117,92.7,33522,272,1051
2555,5,0,OLD,20183813,"결백",2020-06-10,44398000,3.3,12398000,38.7,7765715340,6000,2000,50,881853,14,42
2556,6,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,48195080,3.6,24743860,105.5,38428956800,5257,2693,105,4336366,403,660
2557,7,0,OLD,20202203,"에이바",2020-09-09,30226870,2.2,9641590,46.8,126481360,3485,973,38.7,16392,436,886
2558,8,2,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,16967180,1.3,12630680,291.3,929826920,2034,1545,316,114290,156,201
2559,9,-1,OLD,20199302,"테스와 보낸 여름",2020-09-10,13198760,1,4392160,49.9,35106840,1407,495,54.3,3811,185,237
2560,10,1,OLD,20112692,"드라이브",2011-11-17,10638810,0.8,6245410,142.2,243306890,1086,600,123.5,30181,71,99
2561,1,0,OLD,20201122,"테넷",2020-08-26,560046270,50.2,-136700080,-19.6,12273393850,58742,-13916,-19.2,1335224,1318,3917
2562,2,0,OLD,20193666,"오! 문희",2020-09-02,172058270,15.4,-13083490,-7.1,1846001640,19499,-1565,-7.4,227726,730,2278
2563,3,1,OLD,20201687,"기기괴괴 성형수",2020-09-09,99560600,8.9,-19734100,-16.5,399292600,10688,-2029,-16,44210,276,1040
2564,4,-1,OLD,20175405,"뉴 뮤턴트",2020-09-10,92723920,8.3,-45680510,-33,440489580,10173,-4964,-32.8,49436,742,2308
2565,5,0,OLD,20183813,"결백",2020-06-10,46427000,4.2,2029000,4.6,7812142340,6000,0,0,887853,14,42
2566,6,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,41833470,3.8,-6361610,-13.2,38470790270,4582,-675,-12.8,4340948,403,656
2567,7,0,OLD,20202203,"에이바",2020-09-09,24041400,2.2,-6185470,-20.5,150522760,2763,-722,-20.7,19155,407,795
2568,8,0,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,19716550,1.8,2749370,16.2,949543470,2347,313,15.4,116637,166,225
2569,9,0,OLD,20199302,"테스와 보낸 여름",2020-09-10,13327830,1.2,129070,1,48434670,1394,-13,-0.9,5205,194,245
2570,10,0,OLD,20112692,"드라이브",2011-11-17,7397920,0.7,-3240890,-30.5,250704810,813,-273,-25.1,30994,65,95
2571,1,0,OLD,20201122,"테넷",2020-08-26,184733240,51.3,-375313030,-67,12458127090,20534,-38208,-65,1355758,1230,3210
2572,2,0,OLD,20193666,"오! 문희",2020-09-02,53533900,14.9,-118524370,-68.9,1899535540,6842,-12657,-64.9,234568,643,1689
2573,3,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,33394600,9.3,-66166000,-66.5,432687200,3968,-6720,-62.9,48178,248,799
2574,4,0,OLD,20175405,"뉴 뮤턴트",2020-09-10,26913420,7.5,-65810500,-71,467403000,3213,-6960,-68.4,52649,570,1339
2575,5,1,OLD,20197922,"다만 악에서 구하소서",2020-08-05,16248910,4.5,-25584560,-61.2,38487039180,1956,-2626,-57.3,4342904,344,521
2576,6,-1,OLD,20183813,"결백",2020-06-10,10451000,2.9,-35976000,-77.5,7822593340,1400,-4600,-76.7,889253,14,17
2577,7,0,OLD,20202203,"에이바",2020-09-09,7488830,2.1,-16552570,-68.9,158011590,972,-1791,-64.8,20127,299,509
2578,8,1,OLD,20199302,"테스와 보낸 여름",2020-09-10,3812870,1.1,-9514960,-71.4,52247540,498,-896,-64.3,5703,143,183
2579,9,1,OLD,20112692,"드라이브",2011-11-17,2656910,0.7,-4741010,-64.1,253361720,329,-484,-59.5,31323,61,84
2580,10,-2,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,2472840,0.7,-17243710,-87.5,952016310,312,-2035,-86.7,116949,84,93
2581,1,0,OLD,20201122,"테넷",2020-08-26,174223550,50.6,-10509690,-5.7,12632350640,19324,-1210,-5.9,1375082,1239,3134
2582,2,0,OLD,20193666,"오! 문희",2020-09-02,56156160,16.3,2622260,4.9,1955691700,9166,2324,34,243734,685,1794
2583,3,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,32843100,9.5,-551500,-1.7,465530300,3970,2,0.1,52148,250,800
2584,4,0,OLD,20175405,"뉴 뮤턴트",2020-09-10,23990770,7,-2922650,-10.9,491393770,2888,-325,-10.1,55537,560,1255
2585,5,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,14581900,4.2,-1667010,-10.3,38501621080,1749,-207,-10.6,4344653,342,518
2586,6,1,OLD,20202203,"에이바",2020-09-09,7168080,2.1,-320750,-4.3,165179670,933,-39,-4,21060,290,479
2587,7,1,OLD,20199302,"테스와 보낸 여름",2020-09-10,4101380,1.2,288510,7.6,56348920,520,22,4.4,6223,149,185
2588,8,2,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,3287740,1,814900,33,955304050,416,104,33.3,117365,97,111
2589,9,0,OLD,20112692,"드라이브",2011-11-17,3214580,0.9,557670,21,256576300,396,67,20.4,31719,62,85
2590,10,1,OLD,20203237,"아무도 없다",2020-09-09,2386680,0.7,-114620,-4.6,36601950,285,-18,-5.9,4156,90,115
2591,1,0,OLD,20201122,"테넷",2020-08-26,195303930,49.3,21080380,12.1,12827654570,21629,2305,11.9,1396711,1297,3327
2592,2,0,OLD,20193666,"오! 문희",2020-09-02,57552400,14.5,1396240,2.5,2013244100,7166,-2000,-21.8,250900,645,1744
2593,3,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,31874400,8,-968700,-2.9,497404700,3871,-99,-2.5,56019,260,772
2594,4,0,NEW,20202204,"더 렌탈 : 소리없는 감시자",2020-09-16,21694440,5.5,21694440,100,21694440,2981,2981,100,2981,245,478
2595,5,-1,OLD,20175405,"뉴 뮤턴트",2020-09-10,22722820,5.7,-1267950,-5.3,514116590,2702,-186,-6.4,58239,492,1091
2596,6,-1,OLD,20197922,"다만 악에서 구하소서",2020-08-05,15033580,3.8,451680,3.1,38516654660,1816,67,3.8,4346469,305,465
2597,7,-1,OLD,20202203,"에이바",2020-09-09,6889300,1.7,-278780,-3.9,172068970,864,-69,-7.4,21924,231,367
2598,8,0,NEW,20203303,"지니어스 독",2020-09-16,6434900,1.6,6434900,100,6434900,850,850,100,850,142,263
2599,9,0,NEW,20206679,"공포체험라디오 4DX",2020-09-16,4956500,1.3,4956500,100,4956500,538,538,100,538,37,71
2600,10,-3,OLD,20199302,"테스와 보낸 여름",2020-09-10,3737270,0.9,-364110,-8.9,60086190,473,-47,-9,6696,123,153
2601,1,0,NEW,20193822,"뮬란",2020-09-17,257348660,46.5,257348660,100,257784660,31438,31438,100,31488,1420,5142
2602,2,-1,OLD,20201122,"테넷",2020-08-26,157107400,28.4,-38196530,-19.6,12984761970,17481,-4148,-19.2,1414192,831,2148
2603,3,-1,OLD,20193666,"오! 문희",2020-09-02,37350160,6.7,-20202240,-35.1,2050594260,4653,-2513,-35.1,255553,448,1059
2604,4,-1,OLD,20201687,"기기괴괴 성형수",2020-09-09,23913400,4.3,-7961000,-25,521318100,2851,-1020,-26.3,58870,206,536
